,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len
Aca-Mir-132-P2,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-1329-v1,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-1329-v2,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-133-P1-v1,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-133-P1-v2,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-133-P2-v1,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-133-P2-v2,21,3,0.14285714285714285,18,0.14285714285714285
Aca-Mir-133-P3-v1,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-133-P3-v2,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-133-P4-v1,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-133-P4-v2,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-135-P1,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-135-P2,23,1,0.043478260869565216,22,0.043478260869565216
Aca-Mir-135-P4,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-137-P1-v1,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-137-P1-v2,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-137-P3-v1,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-137-P3-v2,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-138-P1,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-138-P2,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-1388,22,7,0.3181818181818182,15,0.3181818181818182
Aca-Mir-139,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-1397,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-140-P1-v1,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-142-P2-v1,21,2,0.09523809523809523,19,0.09523809523809523
Aca-Mir-142-P2-v2,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-142-P2-v3,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-142-P2-v4,22,1,0.045454545454545456,21,0.045454545454545456
Aca-Mir-143,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-144-v1,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-144-v2,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-145,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-146-P1,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-146-P2,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-147-v1,22,7,0.3181818181818182,15,0.3181818181818182
Aca-Mir-147-v2,22,7,0.3181818181818182,15,0.3181818181818182
Aca-Mir-148-P1,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-148-P4,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-15-P1b,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-15-P1c,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-15-P2b,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-15-P2c,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-15-P2d,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-150,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-153-P1,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-153-P2,21,0,0.0,21,0.0
Aca-Mir-155,24,2,0.08333333333333333,22,0.08333333333333333
Aca-Mir-1662,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-1677-P7,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-1677-o1,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-17-P1a,23,7,0.30434782608695654,16,0.30434782608695654
Aca-Mir-17-P1c,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-17-P2a,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-17-P2c,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-17-P4a,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-17-P4c,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-1720,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-1788,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-1805,21,2,0.09523809523809523,19,0.09523809523809523
Aca-Mir-181-P1a,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-181-P1b,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-181-P1c,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-181-P2a,25,5,0.2,20,0.2
Aca-Mir-181-P2b,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-181-P2c,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-184,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-187,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-19-P1a,21,0,0.0,21,0.0
Aca-Mir-19-P2a,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-19-P2c,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-190-P1,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-190-P3,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-191,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-192-P1,22,7,0.3181818181818182,15,0.3181818181818182
Aca-Mir-193-P1b,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-193-P2b,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-194-P1,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-194-P2,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-196-P1,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-196-P3,23,7,0.30434782608695654,16,0.30434782608695654
Aca-Mir-196-P4,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-199-P1-v1,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-199-P1-v2,24,6,0.25,18,0.25
Aca-Mir-199-P1-v3,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-199-P2-v1,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-199-P2-v2,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-199-P2-v3,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-199-P3-v1,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-199-P3-v2,24,6,0.25,18,0.25
Aca-Mir-199-P3-v3,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-202,21,2,0.09523809523809523,19,0.09523809523809523
Aca-Mir-203-v1,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-203-v2,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-204-P1,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-204-P2,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-205-P2,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-205-P4,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-208-P2,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-21,24,3,0.125,21,0.125
Aca-Mir-210,22,6,0.2727272727272727,16,0.2727272727272727
Aca-Mir-214-v1,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-214-v2,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-216-P2a,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-216-P2b,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-217-v1,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-217-v2,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-218-P2,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-218-P4,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-2188,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-219-P2,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-219-P3,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-22-P1b,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-221-P1a,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-221-P1b,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-221-P2a,23,7,0.30434782608695654,16,0.30434782608695654
Aca-Mir-223,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-23-P2,21,1,0.047619047619047616,20,0.047619047619047616
Aca-Mir-23-P3,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-24-P2,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-24-P3,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-26-P1,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-26-P2,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-26-P4,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-27-P2,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-27-P3,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-29-P1b-v1,24,3,0.125,21,0.125
Aca-Mir-29-P1b-v2,24,3,0.125,21,0.125
Aca-Mir-29-P1d-v1,24,3,0.125,21,0.125
Aca-Mir-29-P1d-v2,24,3,0.125,21,0.125
Aca-Mir-29-P2b,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-29-P2d,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-2970,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-30-P1a,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-30-P1b,24,2,0.08333333333333333,22,0.08333333333333333
Aca-Mir-30-P1d,24,2,0.08333333333333333,22,0.08333333333333333
Aca-Mir-30-P2a,22,7,0.3181818181818182,15,0.3181818181818182
Aca-Mir-30-P2b,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-30-P2d,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-31,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-32,22,1,0.045454545454545456,21,0.045454545454545456
Aca-Mir-33-P1,21,4,0.19047619047619047,17,0.19047619047619047
Aca-Mir-33-P3,21,5,0.23809523809523808,16,0.23809523809523808
Aca-Mir-338-P2,21,1,0.047619047619047616,20,0.047619047619047616
Aca-Mir-34-P1,23,2,0.08695652173913043,21,0.08695652173913043
Aca-Mir-34-P2a,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-34-P2b,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-34-P3a,25,4,0.16,21,0.16
Aca-Mir-34-P3c,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-34-P3d,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-375,24,5,0.20833333333333334,19,0.20833333333333334
Aca-Mir-383-v1,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-383-v2,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-425,25,7,0.28,18,0.28
Aca-Mir-430-P1,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-430-P3,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-455,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-456,22,6,0.2727272727272727,16,0.2727272727272727
Aca-Mir-458,22,6,0.2727272727272727,16,0.2727272727272727
Aca-Mir-460-P1,22,9,0.4090909090909091,13,0.4090909090909091
Aca-Mir-460-P2,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-489-v1,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-489-v2,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-490,20,2,0.1,18,0.1
Aca-Mir-499,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-5396-P1,21,3,0.14285714285714285,18,0.14285714285714285
Aca-Mir-5396-P2,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-5397,25,7,0.28,18,0.28
Aca-Mir-5399,25,6,0.24,19,0.24
Aca-Mir-5402,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-5405,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-5406,21,6,0.2857142857142857,15,0.2857142857142857
Aca-Mir-5407,23,7,0.30434782608695654,16,0.30434782608695654
Aca-Mir-5408,22,9,0.4090909090909091,13,0.4090909090909091
Aca-Mir-5412,21,3,0.14285714285714285,18,0.14285714285714285
Aca-Mir-5417,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-5426,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-5435,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-5436,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-5452,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-551-P2,23,6,0.2608695652173913,17,0.2608695652173913
Aca-Mir-7-P1,24,4,0.16666666666666666,20,0.16666666666666666
Aca-Mir-7-P2,24,3,0.125,21,0.125
Aca-Mir-7-P4,24,6,0.25,18,0.25
Aca-Mir-726,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-727-v1,22,4,0.18181818181818182,18,0.18181818181818182
Aca-Mir-727-v2,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-737,22,1,0.045454545454545456,21,0.045454545454545456
Aca-Mir-8-P1a,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-8-P2a,21,1,0.047619047619047616,20,0.047619047619047616
Aca-Mir-8-P3a,21,3,0.14285714285714285,18,0.14285714285714285
Aca-Mir-875,22,5,0.22727272727272727,17,0.22727272727272727
Aca-Mir-9-P1,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-9-P2,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-9-P4,23,4,0.17391304347826086,19,0.17391304347826086
Aca-Mir-92-P1a,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-92-P1c,23,5,0.21739130434782608,18,0.21739130434782608
Aca-Mir-92-P2a,22,2,0.09090909090909091,20,0.09090909090909091
Aca-Mir-92-P2c,23,3,0.13043478260869565,20,0.13043478260869565
Aca-Mir-9572,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-9573,22,0,0.0,22,0.0
Aca-Mir-9574,22,1,0.045454545454545456,21,0.045454545454545456
Aca-Mir-9576,22,3,0.13636363636363635,19,0.13636363636363635
Aca-Mir-96-P2,24,7,0.2916666666666667,17,0.2916666666666667
Ami-Let-7-P1b,22,3,0.13636363636363635,19,0.13636363636363635
